datetime_et,ts,price,valid_bar,partial_session,label,label_quality,setup_type,score_buy,score_sell,realized_pts,tp_pts,sl_pts,hl_mode,schema
2026-03-22 19:00:00-04:00,1774220400000,24018.5,False,False,0,0,BN_LONG_UP,6,7,-23.25,9.0,5.0,False,3.7.0
2026-03-22 19:00:59-04:00,1774220459000,24020.5,False,False,0,0,BN_LONG_DN,6,9,-25.5,9.0,5.0,False,3.7.0
2026-03-22 19:02:00-04:00,1774220520000,24027.25,False,False,0,0,BN_LONG_UP,5,7,9.0,9.0,5.0,False,3.7.0
2026-03-22 19:03:00-04:00,1774220580000,24020.0,False,False,0,0,BN_LONG_DN,4,10,9.0,9.0,5.0,False,3.7.0
2026-03-22 19:03:59-04:00,1774220639000,24021.75,False,False,0,0,CONFLUENCE_SELL,3,9,9.0,9.0,5.0,False,3.7.0
2026-03-22 19:05:00-04:00,1774220700000,24008.5,False,False,0,0,VWAP_TRIPLE_BEAR,4,12,9.0,9.0,5.0,False,3.7.0
2026-03-22 19:06:00-04:00,1774220760000,24012.0,False,False,0,0,VWAP_TRIPLE_BEAR,5,8,-9.25,9.0,5.0,False,3.7.0
2026-03-22 19:06:59-04:00,1774220819000,24018.25,False,False,0,0,CONFLUENCE_SELL,6,7,9.0,9.0,5.0,False,3.7.0
2026-03-22 19:08:00-04:00,1774220880000,24006.25,False,False,0,0,VWAP_TRIPLE_BEAR,4,12,9.0,9.0,5.0,False,3.7.0
2026-03-22 19:09:00-04:00,1774220940000,24006.25,False,False,0,0,VWAP_TRIPLE_BEAR,6,8,9.0,9.0,5.0,False,3.7.0
2026-03-22 19:10:00-04:00,1774221000000,24004.25,False,False,0,0,VWAP_TRIPLE_BEAR,4,10,9.0,9.0,5.0,False,3.7.0
2026-03-22 19:10:59-04:00,1774221059000,23998.5,False,False,0,0,VWAP_TRIPLE_BEAR,6,8,9.0,9.0,5.0,False,3.7.0
2026-03-22 19:12:00-04:00,1774221120000,23982.25,False,False,0,0,VWAP_TRIPLE_BEAR,5,12,9.25,9.0,5.0,False,3.7.0
2026-03-22 19:13:00-04:00,1774221180000,23983.75,False,False,0,0,VWAP_TRIPLE_BEAR,6,8,-0.25,9.0,5.0,False,3.7.0
2026-03-22 19:13:59-04:00,1774221239000,23978.0,False,False,0,0,VWAP_TRIPLE_BEAR,4,10,9.0,9.0,5.0,False,3.7.0
2026-03-22 19:15:00-04:00,1774221300000,23976.0,False,False,0,0,VWAP_TRIPLE_BEAR,4,8,9.0,9.0,5.0,False,3.7.0
2026-03-22 19:16:00-04:00,1774221360000,23985.0,False,False,0,0,VWAP_TRIPLE_BEAR,8,7,9.0,9.0,5.0,False,3.7.0
2026-03-22 19:16:59-04:00,1774221419000,23986.25,False,False,0,0,VWAP_TRIPLE_BEAR,5,8,9.0,9.0,5.0,False,3.7.0
2026-03-22 19:18:00-04:00,1774221480000,23975.75,False,False,0,0,VWAP_TRIPLE_BEAR,5,9,9.0,9.0,5.0,False,3.7.0
2026-03-22 19:19:00-04:00,1774221540000,23985.0,False,False,0,0,VWAP_TRIPLE_BEAR,6,7,9.0,9.0,5.0,False,3.7.0
2026-03-22 19:19:59-04:00,1774221599000,23995.25,False,False,0,0,VWAP_TRIPLE_BEAR,6,7,-9.5,9.0,5.0,False,3.7.0
2026-03-22 19:21:00-04:00,1774221660000,23995.0,False,False,0,0,VWAP_TRIPLE_BEAR,5,7,-13.25,9.0,5.0,False,3.7.0
2026-03-22 19:22:00-04:00,1774221720000,23994.75,False,False,0,0,VWAP_TRIPLE_BEAR,6,7,-15.25,9.0,5.0,False,3.7.0
2026-03-22 19:23:00-04:00,1774221780000,23990.5,False,False,0,0,VWAP_TRIPLE_BEAR,4,12,9.0,9.0,5.0,False,3.7.0
2026-03-22 19:23:59-04:00,1774221839000,23988.0,False,False,0,0,VWAP_TRIPLE_BEAR,4,9,9.0,9.0,5.0,False,3.7.0
2026-03-22 19:25:00-04:00,1774221900000,23993.5,False,False,0,0,VWAP_TRIPLE_BEAR,7,7,9.0,9.0,5.0,False,3.7.0
2026-03-22 19:26:00-04:00,1774221960000,24002.75,False,False,0,0,VWAP_TRIPLE_BEAR,6,8,9.0,9.0,5.0,False,3.7.0
2026-03-22 19:26:59-04:00,1774222019000,23990.5,False,False,0,0,VWAP_TRIPLE_BEAR,4,11,-10.5,9.0,5.0,False,3.7.0
2026-03-22 19:28:00-04:00,1774222080000,23992.25,False,False,0,0,VWAP_TRIPLE_BEAR,4,10,-16.75,9.0,5.0,False,3.7.0
2026-03-22 19:29:00-04:00,1774222140000,23994.25,False,False,0,0,VWAP_TRIPLE_BEAR,4,7,9.0,9.0,5.0,False,3.7.0
2026-03-22 19:29:59-04:00,1774222199000,23988.5,False,False,0,0,VWAP_TRIPLE_BEAR,4,8,-21.25,9.0,5.0,False,3.7.0
2026-03-22 19:31:00-04:00,1774222260000,23997.25,False,False,0,0,VWAP_TRIPLE_BEAR,6,8,9.0,9.0,5.0,False,3.7.0
2026-03-22 19:32:00-04:00,1774222320000,23991.5,False,False,0,0,VWAP_TRIPLE_BEAR,4,8,-20.5,9.0,5.0,False,3.7.0
2026-03-22 19:32:59-04:00,1774222379000,23983.5,False,False,0,0,VWAP_TRIPLE_BEAR,5,10,9.0,9.0,5.0,False,3.7.0
2026-03-22 19:34:00-04:00,1774222440000,24001.5,False,False,0,0,VWAP_TRIPLE_BEAR,9,7,9.0,9.0,5.0,False,3.7.0
2026-03-22 19:35:00-04:00,1774222500000,23997.0,False,False,0,0,VWAP_TRIPLE_BEAR,7,8,9.0,9.0,5.0,False,3.7.0
2026-03-22 19:35:59-04:00,1774222559000,23990.25,False,False,0,0,VWAP_TRIPLE_BEAR,5,10,-34.25,9.0,5.0,False,3.7.0
2026-03-22 19:37:00-04:00,1774222620000,23991.0,False,False,0,0,VWAP_TRIPLE_BEAR,5,7,-38.0,9.0,5.0,False,3.7.0
2026-03-22 19:38:00-04:00,1774222680000,23996.0,False,False,0,0,VWAP_TRIPLE_BEAR,6,6,9.0,9.0,5.0,False,3.7.0
2026-03-22 19:39:00-04:00,1774222740000,23990.0,False,False,0,0,VWAP_TRIPLE_BEAR,6,9,9.0,9.0,5.0,False,3.7.0
2026-03-22 19:39:59-04:00,1774222799000,23985.75,False,False,0,0,VWAP_TRIPLE_BEAR,5,10,9.0,9.0,5.0,False,3.7.0
2026-03-22 19:41:00-04:00,1774222860000,23981.75,False,False,0,0,VWAP_TRIPLE_BEAR,4,11,9.0,9.0,5.0,False,3.7.0
2026-03-22 19:42:00-04:00,1774222920000,23979.5,False,False,0,0,VWAP_TRIPLE_BEAR,5,10,-29.5,9.0,5.0,False,3.7.0
2026-03-22 19:42:59-04:00,1774222979000,23974.25,False,False,0,0,VWAP_TRIPLE_BEAR,5,8,9.0,9.0,5.0,False,3.7.0
2026-03-22 19:44:00-04:00,1774223040000,23986.0,False,False,0,0,VWAP_TRIPLE_BEAR,9,7,9.0,9.0,5.0,False,3.7.0
