datetime_et,ts,price,valid_bar,partial_session,label,label_quality,setup_type,score_buy,score_sell,realized_pts,tp_pts,sl_pts,hl_mode,schema
2026-03-23 19:00:00-04:00,1774306800000,6595.0,False,False,0,0,VWAP_TRIPLE_BEAR,8,9,2.25,2.25,1.25,False,3.7.0
2026-03-23 19:00:59-04:00,1774306859000,6595.25,False,False,0,0,VWAP_TRIPLE_BEAR,8,8,2.25,2.25,1.25,False,3.7.0
2026-03-23 19:02:00-04:00,1774306920000,6596.0,False,False,0,0,VWAP_TRIPLE_BEAR,10,7,3.0,2.25,1.25,False,3.7.0
2026-03-23 19:03:00-04:00,1774306980000,6596.25,False,False,0,0,VWAP_TRIPLE_BEAR,7,7,3.25,2.25,1.25,False,3.7.0
2026-03-23 19:03:59-04:00,1774307039000,6595.5,False,False,0,0,VWAP_TRIPLE_BEAR,7,8,2.25,2.25,1.25,False,3.7.0
2026-03-23 19:05:00-04:00,1774307100000,6596.5,False,False,0,0,VWAP_TRIPLE_BEAR,9,7,2.5,2.25,1.25,False,3.7.0
2026-03-23 19:06:00-04:00,1774307160000,6595.75,False,False,0,0,VWAP_TRIPLE_BEAR,9,7,4.0,2.25,1.25,False,3.7.0
2026-03-23 19:06:59-04:00,1774307219000,6594.75,False,False,0,0,VWAP_TRIPLE_BEAR,7,9,2.25,2.25,1.25,False,3.7.0
2026-03-23 19:08:00-04:00,1774307280000,6594.5,False,False,0,0,VWAP_TRIPLE_BEAR,8,8,2.25,2.25,1.25,False,3.7.0
2026-03-23 19:09:00-04:00,1774307340000,6594.75,False,False,0,0,VWAP_TRIPLE_BEAR,8,7,2.25,2.25,1.25,False,3.7.0
2026-03-23 19:10:00-04:00,1774307400000,6595.5,False,False,0,0,VWAP_TRIPLE_BEAR,9,7,2.25,2.25,1.25,False,3.7.0
2026-03-23 19:10:59-04:00,1774307459000,6595.0,False,False,0,0,VWAP_TRIPLE_BEAR,7,7,2.25,2.25,1.25,False,3.7.0
2026-03-23 19:12:00-04:00,1774307520000,6595.5,False,False,0,0,VWAP_TRIPLE_BEAR,8,7,2.25,2.25,1.25,False,3.7.0
2026-03-23 19:13:00-04:00,1774307580000,6595.25,False,False,0,0,VWAP_TRIPLE_BEAR,9,7,2.25,2.25,1.25,False,3.7.0
2026-03-23 19:13:59-04:00,1774307639000,6596.25,False,False,0,0,VWAP_TRIPLE_BEAR,11,7,2.25,2.25,1.25,False,3.7.0
2026-03-23 19:15:00-04:00,1774307700000,6597.5,False,False,0,0,VWAP_TRIPLE_BEAR,9,7,2.25,2.25,1.25,False,3.7.0
2026-03-23 19:16:00-04:00,1774307760000,6598.75,False,False,0,0,VWAP_TRIPLE_BEAR,11,9,-5.5,2.25,1.25,False,3.7.0
2026-03-23 19:16:59-04:00,1774307819000,6598.0,False,False,0,0,VWAP_TRIPLE_BEAR,9,9,2.25,2.25,1.25,False,3.7.0
2026-03-23 19:18:00-04:00,1774307880000,6597.25,False,False,0,0,VWAP_TRIPLE_BEAR,8,9,2.25,2.25,1.25,False,3.7.0
2026-03-23 19:19:00-04:00,1774307940000,6597.0,False,False,0,0,VWAP_TRIPLE_BEAR,9,7,2.25,2.25,1.25,False,3.7.0
2026-03-23 19:19:59-04:00,1774307999000,6598.75,False,False,0,0,VWAP_TRIPLE_BEAR,11,8,2.25,2.25,1.25,False,3.7.0
2026-03-23 19:21:00-04:00,1774308060000,6598.5,False,False,0,0,VWAP_TRIPLE_BEAR,7,9,2.25,2.25,1.25,False,3.7.0
2026-03-23 19:22:00-04:00,1774308120000,6599.0,False,False,0,0,VWAP_TRIPLE_BEAR,8,9,2.25,2.25,1.25,False,3.7.0
2026-03-23 19:23:00-04:00,1774308180000,6599.5,False,False,0,0,VWAP_TRIPLE_BEAR,7,8,2.25,2.25,1.25,False,3.7.0
2026-03-23 19:23:59-04:00,1774308239000,6599.0,False,False,0,0,VWAP_TRIPLE_BEAR,7,10,2.25,2.25,1.25,False,3.7.0
2026-03-23 19:25:00-04:00,1774308300000,6599.0,False,False,0,0,VWAP_TRIPLE_BEAR,7,8,2.25,2.25,1.25,False,3.7.0
2026-03-23 19:26:00-04:00,1774308360000,6599.75,False,False,0,0,VWAP_TRIPLE_BEAR,7,9,2.25,2.25,1.25,False,3.7.0
2026-03-23 19:26:59-04:00,1774308419000,6600.5,False,False,0,0,VWAP_TRIPLE_BEAR,10,6,1.0,2.25,1.25,False,3.7.0
2026-03-23 19:28:00-04:00,1774308480000,6602.5,False,False,0,0,VWAP_TRIPLE_BEAR,11,5,2.25,2.25,1.25,False,3.7.0
2026-03-23 19:29:00-04:00,1774308540000,6601.25,False,False,0,0,VWAP_TRIPLE_BEAR,9,8,2.25,2.25,1.25,False,3.7.0
2026-03-23 19:29:59-04:00,1774308599000,6597.0,False,False,0,0,VWAP_TRIPLE_BEAR,7,12,2.25,2.25,1.25,False,3.7.0
2026-03-23 19:31:00-04:00,1774308660000,6594.75,False,False,0,0,VWAP_TRIPLE_BEAR,6,8,2.25,2.25,1.25,False,3.7.0
2026-03-23 19:32:00-04:00,1774308720000,6595.25,False,False,0,0,VWAP_TRIPLE_BEAR,7,8,2.25,2.25,1.25,False,3.7.0
2026-03-23 19:32:59-04:00,1774308779000,6595.0,False,False,0,0,VWAP_TRIPLE_BEAR,7,6,2.25,2.25,1.25,False,3.7.0
2026-03-23 19:34:00-04:00,1774308840000,6594.0,False,False,0,0,VWAP_TRIPLE_BEAR,6,7,7.0,2.25,1.25,False,3.7.0
2026-03-23 19:35:00-04:00,1774308900000,6592.5,False,False,0,0,VWAP_TRIPLE_BEAR,7,11,2.25,2.25,1.25,False,3.7.0
2026-03-23 19:35:59-04:00,1774308959000,6593.25,False,False,0,0,VWAP_TRIPLE_BEAR,8,7,2.25,2.25,1.25,False,3.7.0
2026-03-23 19:37:00-04:00,1774309020000,6594.0,False,False,0,0,VWAP_TRIPLE_BEAR,7,7,2.25,2.25,1.25,False,3.7.0
2026-03-23 19:38:00-04:00,1774309080000,6596.25,False,False,0,0,VWAP_TRIPLE_BEAR,7,8,2.25,2.25,1.25,False,3.7.0
2026-03-23 19:39:00-04:00,1774309140000,6598.25,False,False,0,0,VWAP_TRIPLE_BEAR,11,7,2.25,2.25,1.25,False,3.7.0
2026-03-23 19:39:59-04:00,1774309199000,6601.5,False,False,0,0,VWAP_TRIPLE_BEAR,14,10,2.25,2.25,1.25,False,3.7.0
2026-03-23 19:41:00-04:00,1774309260000,6601.75,False,False,0,0,VWAP_TRIPLE_BEAR,8,8,2.25,2.25,1.25,False,3.7.0
2026-03-23 19:42:00-04:00,1774309320000,6600.25,False,False,0,0,VWAP_TRIPLE_BEAR,8,10,4.25,2.25,1.25,False,3.7.0
2026-03-23 19:42:59-04:00,1774309379000,6599.25,False,False,0,0,VWAP_TRIPLE_BEAR,7,9,2.25,2.25,1.25,False,3.7.0
