datetime_et,ts,price,valid_bar,partial_session,label,label_quality,setup_type,score_buy,score_sell,realized_pts,tp_pts,sl_pts,hl_mode,schema
2026-03-25 20:59:59-04:00,1774486799000,24367.75,False,True,0,0,VWAP_TRIPLE_BEAR,14,9,9.0,9.0,5.0,False,3.7.0
2026-03-25 21:01:00-04:00,1774486860000,24377.5,False,True,0,0,CONFLUENCE_BUY,7,5,9.0,9.0,5.0,False,3.7.0
2026-03-25 21:02:00-04:00,1774486920000,24372.5,False,True,0,0,BN_LONG_DN,5,6,9.0,9.0,5.0,False,3.7.0
2026-03-25 21:02:59-04:00,1774486979000,24367.25,False,True,0,0,CONFLUENCE_SELL,6,7,9.0,9.0,5.0,False,3.7.0
2026-03-25 21:04:00-04:00,1774487040000,24363.25,False,True,0,0,VWAP_TRIPLE_BEAR,6,7,9.0,9.0,5.0,False,3.7.0
2026-03-25 21:05:00-04:00,1774487100000,24359.5,False,True,0,0,VWAP_TRIPLE_BEAR,7,5,9.0,9.0,5.0,False,3.7.0
2026-03-25 21:05:59-04:00,1774487159000,24360.0,False,True,0,0,VWAP_TRIPLE_BEAR,5,9,9.0,9.0,5.0,False,3.7.0
2026-03-25 21:07:00-04:00,1774487220000,24358.0,False,True,0,0,VWAP_TRIPLE_BEAR,6,8,9.0,9.0,5.0,False,3.7.0
2026-03-25 21:08:00-04:00,1774487280000,24356.0,False,True,0,0,VWAP_TRIPLE_BEAR,7,5,-18.0,9.0,5.0,False,3.7.0
2026-03-25 21:09:00-04:00,1774487340000,24357.0,False,True,0,0,VWAP_TRIPLE_BEAR,6,7,-10.25,9.0,5.0,False,3.7.0
2026-03-25 21:09:59-04:00,1774487399000,24361.25,False,True,0,0,VWAP_TRIPLE_BEAR,8,5,9.0,9.0,5.0,False,3.7.0
2026-03-25 21:11:00-04:00,1774487460000,24360.5,False,True,0,0,VWAP_TRIPLE_BEAR,7,5,9.0,9.0,5.0,False,3.7.0
2026-03-25 21:12:00-04:00,1774487520000,24357.5,False,True,0,0,VWAP_TRIPLE_BEAR,5,6,-1.25,9.0,5.0,False,3.7.0
2026-03-25 21:12:59-04:00,1774487579000,24362.5,False,True,0,0,VWAP_TRIPLE_BEAR,11,5,9.0,9.0,5.0,False,3.7.0
2026-03-25 21:14:00-04:00,1774487640000,24362.25,False,True,0,0,VWAP_TRIPLE_BEAR,6,7,9.0,9.0,5.0,False,3.7.0
2026-03-25 21:15:00-04:00,1774487700000,24348.5,False,True,0,0,VWAP_TRIPLE_BEAR,5,9,-0.5,9.0,5.0,False,3.7.0
2026-03-25 21:15:59-04:00,1774487759000,24342.25,False,True,0,0,VWAP_TRIPLE_BEAR,6,8,9.0,9.0,5.0,False,3.7.0
2026-03-25 21:17:00-04:00,1774487820000,24344.25,False,True,0,0,VWAP_TRIPLE_BEAR,5,6,9.0,9.0,5.0,False,3.7.0
2026-03-25 21:18:00-04:00,1774487880000,24343.5,False,True,0,0,VWAP_TRIPLE_BEAR,8,6,9.0,9.0,5.0,False,3.7.0
2026-03-25 21:18:59-04:00,1774487939000,24341.0,False,True,0,0,VWAP_TRIPLE_BEAR,6,8,9.0,9.0,5.0,False,3.7.0
2026-03-25 21:20:00-04:00,1774488000000,24347.0,False,True,0,0,VWAP_TRIPLE_BEAR,7,5,6.0,9.0,5.0,False,3.7.0
2026-03-25 21:21:00-04:00,1774488060000,24353.75,False,True,0,0,VWAP_TRIPLE_BEAR,6,5,9.0,9.0,5.0,False,3.7.0
2026-03-25 21:21:59-04:00,1774488119000,24348.25,False,True,0,0,VWAP_TRIPLE_BEAR,5,6,9.0,9.0,5.0,False,3.7.0
2026-03-25 21:23:00-04:00,1774488180000,24351.75,False,True,0,0,VWAP_TRIPLE_BEAR,7,5,9.0,9.0,5.0,False,3.7.0
2026-03-25 21:24:00-04:00,1774488240000,24346.5,False,True,0,0,VWAP_TRIPLE_BEAR,5,8,1.0,9.0,5.0,False,3.7.0
2026-03-25 21:25:00-04:00,1774488300000,24345.75,False,True,0,0,VWAP_TRIPLE_BEAR,5,6,6.25,9.0,5.0,False,3.7.0
