datetime_et,ts,price,valid_bar,partial_session,label,label_quality,setup_type,score_buy,score_sell,realized_pts,tp_pts,sl_pts,hl_mode,schema
2026-03-19 14:30:00-04:00,1773945000000,24454.75,False,False,0,0,CONFLUENCE_BUY,9,5,9.0,9.0,5.0,False,3.7.0
2026-03-19 14:30:59-04:00,1773945059000,24458.5,False,False,0,0,CONFLUENCE_BUY,10,6,-21.5,9.0,5.0,False,3.7.0
2026-03-19 14:32:00-04:00,1773945120000,24464.5,False,False,0,0,CONFLUENCE_BUY,8,5,9.0,9.0,5.0,False,3.7.0
2026-03-19 14:33:00-04:00,1773945180000,24457.25,False,False,0,0,BN_LONG_UP,9,5,9.0,9.0,5.0,False,3.7.0
2026-03-19 14:33:59-04:00,1773945239000,24461.25,False,False,0,0,CONFLUENCE_BUY,9,4,9.0,9.0,5.0,False,3.7.0
2026-03-19 14:35:00-04:00,1773945300000,24460.25,True,False,-1,3,CONFLUENCE_BUY,8,5,9.0,9.0,5.0,False,3.7.0
2026-03-19 14:36:00-04:00,1773945360000,24450.0,True,False,-1,3,CONFLUENCE_BUY,9,6,9.0,9.0,5.0,False,3.7.0
2026-03-19 14:36:59-04:00,1773945419000,24434.5,True,False,1,1,VWAP_TRIPLE_BEAR,8,7,9.0,9.0,5.0,False,3.7.0
2026-03-19 14:38:00-04:00,1773945480000,24450.5,True,False,-1,3,CONFLUENCE_BUY,9,6,9.0,9.0,5.0,False,3.7.0
2026-03-19 14:39:00-04:00,1773945540000,24444.75,True,False,-1,1,VWAP_TRIPLE_BEAR,8,7,9.0,9.0,5.0,False,3.7.0
2026-03-19 14:40:00-04:00,1773945600000,24438.0,True,False,-1,1,VWAP_TRIPLE_BEAR,8,7,9.0,9.0,5.0,False,3.7.0
2026-03-19 14:40:59-04:00,1773945659000,24435.25,True,False,-1,2,VWAP_TRIPLE_BEAR,7,9,9.0,9.0,5.0,False,3.7.0
2026-03-19 14:42:00-04:00,1773945720000,24429.5,True,False,0,2,VWAP_TRIPLE_BEAR,7,5,159.0,9.0,5.0,False,3.7.0
2026-03-19 14:43:00-04:00,1773945780000,24423.0,True,False,1,1,VWAP_TRIPLE_BEAR,7,6,9.0,9.0,5.0,False,3.7.0
2026-03-19 14:43:59-04:00,1773945839000,24428.25,True,False,0,3,VWAP_TRIPLE_BEAR,9,6,156.0,9.0,5.0,False,3.7.0
2026-03-19 14:45:00-04:00,1773945900000,24429.0,True,False,0,1,VWAP_TRIPLE_BEAR,6,7,185.0,9.0,5.0,False,3.7.0
2026-03-19 14:46:00-04:00,1773945960000,24437.0,True,False,-1,2,VWAP_TRIPLE_BEAR,9,7,9.0,9.0,5.0,False,3.7.0
2026-03-19 14:46:59-04:00,1773946019000,24436.75,True,False,-1,4,VWAP_TRIPLE_BEAR,9,5,9.0,9.0,5.0,False,3.7.0
2026-03-19 14:48:00-04:00,1773946080000,24436.75,True,False,-1,2,VWAP_TRIPLE_BEAR,8,6,9.0,9.0,5.0,False,3.7.0
2026-03-19 14:49:00-04:00,1773946140000,24435.25,True,False,-1,1,VWAP_TRIPLE_BEAR,7,6,9.0,9.0,5.0,False,3.7.0
2026-03-19 14:49:59-04:00,1773946199000,24418.5,True,False,1,3,VWAP_TRIPLE_BEAR,7,10,9.0,9.0,5.0,False,3.7.0
2026-03-19 14:51:00-04:00,1773946260000,24437.0,True,False,1,3,VWAP_TRIPLE_BEAR,10,7,9.0,9.0,5.0,False,3.7.0
2026-03-19 14:52:00-04:00,1773946320000,24440.5,True,False,1,1,VWAP_TRIPLE_BEAR,8,7,9.0,9.0,5.0,False,3.7.0
2026-03-19 14:53:00-04:00,1773946380000,24438.25,True,False,1,4,VWAP_TRIPLE_BEAR,10,6,9.0,9.0,5.0,False,3.7.0
2026-03-19 14:53:59-04:00,1773946439000,24445.0,True,False,1,3,VWAP_TRIPLE_BEAR,10,7,9.0,9.0,5.0,False,3.7.0
2026-03-19 14:55:00-04:00,1773946500000,24450.0,True,False,1,2,BN_LONG_DN,8,6,9.0,9.0,5.0,False,3.7.0
2026-03-19 14:56:00-04:00,1773946560000,24465.25,True,False,1,2,CONFLUENCE_BUY,8,6,9.0,9.0,5.0,False,3.7.0
2026-03-19 14:56:59-04:00,1773946619000,24486.5,True,False,1,8,BN_LONG_UP,12,4,9.0,9.0,5.0,False,3.7.0
